episode,step,hour,day,action,rebalance_cost,num_moves,total_demand,total_served,unmet_demand,reward,inventory_zone_0,inventory_zone_1,inventory_zone_2,inventory_zone_3,inventory_zone_4,inventory_zone_5
1,10,10,0,"[[0.0, 0.21431341767311096, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.2106115221977234, 0.06842293590307236, 0.0, 0.0, 0.2566210925579071, 0.30518579483032227], [0.653195321559906, 0.669171154499054, 0.07861844450235367, 0.0, 0.0, 0.0], [1.1968729496002197, 1.1245805025100708, 0.3917149305343628, 0.0, 0.0, 0.0], [1.071933627128601, 1.1741896867752075, 0.13321319222450256, 0.31128615140914917, 0.0, 0.17893004417419434]]",14.034874927252531,16,1850.0,1850.0,0,0.8099651250727474,0.9274881,0.9124923,0.947199,0.94076043,0.7299392,0.917464
1,11,11,0,"[[0.06509636342525482, 0.2600117623806, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.1359165906906128, 0.044363945722579956, 0.0, 0.0, 0.2086331695318222, 0.33371663093566895], [0.6116472482681274, 0.6050087213516235, 0.13271892070770264, 0.0, 0.0, 0.0], [1.1744459867477417, 1.136932611465454, 0.38354408740997314, 0.0, 0.0, 0.0], [1.0300458669662476, 1.1443692445755005, 0.08330556750297546, 0.28451359272003174, 0.0, 0.12417325377464294]]",13.462656311690807,17,2045.0,2045.0,0,0.7665373436883092,0.9180677,0.95368826,0.9134987,0.9356188,0.7487391,0.87748796
1,12,12,0,"[[0.05751654878258705, 0.3156660199165344, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.16416651010513306, 0.05168668180704117, 0.0, 0.0, 0.16781002283096313, 0.5205090045928955], [0.4758565425872803, 0.5777638554573059, 0.0762157216668129, 0.0, 0.0, 0.0], [1.1625983715057373, 1.231814980506897, 0.3657575845718384, 0.0, 0.0, 0.0], [0.9578507542610168, 1.1383286714553833, 0.0, 0.3283189535140991, 0.004617087543010712, 0.0]]",13.453792575746775,16,2241.0,2241.0,0,0.7705462074242532,0.87991315,0.9907916,0.97773176,0.88111264,0.7836613,0.8306036
1,13,13,0,"[[0.0, 0.20375187695026398, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.30989161133766174, 0.1647195965051651, 0.0, 0.0, 0.34015244245529175, 0.4119875431060791], [0.6490480303764343, 0.7233700752258301, 0.0013111024163663387, 0.0, 0.0, 0.0], [1.1474004983901978, 1.0926885604858398, 0.4469950199127197, 0.0, 0.0, 0.0], [1.0601481199264526, 1.3131957054138184, 0.15079209208488464, 0.37269794940948486, 0.03160897642374039, 0.07775925099849701]]",15.3784418432042,17,2479.0,2479.0,0,0.9366215581567958,0.8387056,0.9813056,0.9729873,0.9338884,0.71492916,0.93560296
1,14,14,0,"[[0.040385324507951736, 0.34094053506851196, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.2838119566440582, 0.0906362533569336, 0.0, 0.0, 0.1400255560874939, 0.4043564200401306], [0.6113715171813965, 0.5524464249610901, 0.034345582127571106, 0.0, 0.0, 0.0], [1.0910673141479492, 1.3738576173782349, 0.5670798420906067, 0.0, 0.0, 0.0], [1.075181484222412, 1.2564462423324585, 0.0, 0.4218103289604187, 0.008817203342914581, 0.0]]",14.827702805399895,16,2719.0,2719.0,0,0.9451722971946,0.80105925,0.98177534,0.99365854,0.9154389,0.84567803,0.89446294
1,15,15,0,"[[0.17477555572986603, 0.2619112730026245, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.1549670398235321, 0.12571649253368378, 0.0, 0.0, 0.11048133671283722, 0.4977898597717285], [0.4313681721687317, 0.528461754322052, 0.08537400513887405, 0.0, 0.0, 0.0], [1.072158932685852, 1.2420437335968018, 0.3629194498062134, 0.0, 0.0, 0.0], [0.8180738091468811, 1.251431941986084, 0.0, 0.4044502377510071, 0.08745011687278748, 0.0]]",13.305074319243431,16,2958.0,2958.0,0,0.9426949256807565,0.828011,1.0,0.905998,0.8352757,0.79307985,0.8257593
1,16,16,0,"[[0.2645207941532135, 0.367787629365921, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.15321499109268188, 0.08204058557748795, 0.0, 0.0, 0.0, 0.5280657410621643], [0.3552871346473694, 0.36192095279693604, 0.0824836939573288, 0.0528002493083477, 0.0, 0.0], [1.0087960958480835, 1.5257831811904907, 0.4625273048877716, 0.0, 0.0, 0.0], [0.792899489402771, 1.2148457765579224, 0.0, 0.4870333671569824, 0.07027678936719894, 0.0]]",13.444062191992998,16,3208.0,3208.0,0,0.986555937808007,0.7828089,1.0,0.9414803,0.78537464,0.92129755,0.7893751
1,17,17,0,"[[0.20316119492053986, 0.08524945378303528, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.07021123915910721, 0.0, 0.0], [0.33615607023239136, 0.2821159362792969, 0.0, 0.0, 0.06097576767206192, 0.40325790643692017], [0.456987202167511, 0.5865671038627625, 0.0, 0.014752659946680069, 0.0, 0.0], [1.0518313646316528, 1.411758542060852, 0.4228331446647644, 0.0, 0.0, 0.0], [0.7129260897636414, 1.5417808294296265, 0.0, 0.6604152321815491, 0.02895195037126541, 0.0]]",14.350904118269682,17,3498.0,3498.0,0,1.1456490958817303,0.81547695,0.950456,0.9309665,0.765345,0.82580113,0.92847174
1,18,18,0,"[[0.3933025598526001, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.14968805015087128, 0.0, 0.0], [0.26188161969184875, 0.34349220991134644, 0.0, 0.0, 0.0, 0.15629872679710388], [0.5356833934783936, 0.5711166262626648, 0.04835643619298935, 0.045617807656526566, 0.0, 0.0], [1.0508313179016113, 1.3983019590377808, 0.3933117389678955, 0.0, 0.0, 0.0], [0.5924914479255676, 1.7013558149337769, 0.13804471492767334, 0.7352267503738403, 0.0, 0.0]]",14.004910707473755,16,3791.0,3791.0,0,1.1579950892925261,0.8903311,0.9360982,0.8051871,0.7574865,0.8150712,0.98841745
1,19,19,0,"[[0.4017980396747589, 0.0099903903901577, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.002222945913672447, 0.0, 0.0], [0.263590544462204, 0.2877911627292633, 0.0, 0.0, 0.0, 0.12365879863500595], [0.5576815605163574, 0.5323948860168457, 0.0740913450717926, 0.039615701884031296, 0.0, 0.0], [1.0122443437576294, 1.4720356464385986, 0.45606473088264465, 0.0, 0.0, 0.0], [0.6277642250061035, 1.660861611366272, 0.0659443736076355, 0.7195316553115845, 0.0, 0.0]]",13.680667869746685,17,4025.0,4025.0,0,0.9223193321302533,0.86998206,0.9199771,0.8134325,0.7922045,0.86035496,0.9698641
1,20,20,0,"[[0.24642007052898407, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.4192664325237274, 0.31531447172164917, 0.0, 0.0, 0.031828634440898895, 0.15400439500808716], [0.5784702301025391, 0.6841965317726135, 0.0, 0.0, 0.0, 0.0], [1.0073752403259277, 1.4204906225204468, 0.4532203674316406, 0.0, 0.0, 0.0], [0.6401289701461792, 1.7176530361175537, 0.08188599348068237, 0.7484496235847473, 0.0, 0.0]]",14.395428698509932,14,4215.0,4215.0,0,0.74560457130149,0.85235316,0.8605312,0.8860886,0.8252768,0.8262176,1.0
1,21,21,0,"[[0.4793471693992615, 0.02050018683075905, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0013859067112207413, 0.0, 0.0], [0.3166409730911255, 0.30251723527908325, 0.0, 0.0, 0.0, 0.12072327733039856], [0.49092912673950195, 0.46006301045417786, 0.03643745183944702, 0.11128395795822144, 0.0, 0.0], [0.9605643153190613, 1.6980534791946411, 0.5073555111885071, 0.0, 0.0, 0.0], [0.5275116562843323, 1.7338305711746216, 0.0, 0.8557823896408081, 0.0, 0.0]]",13.899359837174416,16,4419.0,4419.0,0,0.8021006401628256,0.8530418,0.89727986,0.84445137,0.7384385,0.9555296,0.96980804
1,22,22,0,"[[0.5282740592956543, 0.06618519872426987, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.29409369826316833, 0.26495370268821716, 0.0, 0.0, 0.0, 0.14653269946575165], [0.4184989929199219, 0.412345290184021, 0.051780816167593, 0.1534961462020874, 0.0, 0.0], [0.9317655563354492, 1.777239203453064, 0.4883335530757904, 0.0, 0.0, 0.0], [0.4507123529911041, 1.698809027671814, 0.0, 0.8695268630981445, 0.0, 0.0]]",13.580250438302755,15,4582.0,4582.0,0,0.6384197495616972,0.8579451,0.88325566,0.85220265,0.72106105,1.0,0.933073
1,23,23,0,"[[0.4987451136112213, 0.10880617797374725, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.10638581961393356, 0.0, 0.0], [0.29455921053886414, 0.2524126172065735, 0.0, 0.0, 0.0, 0.385067343711853], [0.20585890114307404, 0.42331045866012573, 0.0, 0.20761136710643768, 0.0, 0.0], [0.9191423058509827, 1.7634626626968384, 0.35850638151168823, 0.0, 0.0, 0.0], [0.2899092435836792, 1.6275681257247925, 0.0, 0.8634345531463623, 0.04817149415612221, 0.0]]",13.209052324295044,16,4727.0,4727.0,0,0.5667909476757049,0.8446677,0.90084,0.91430235,0.6604365,1.0,0.8532481
1,24,0,1,"[[0.2943429946899414, 0.31759628653526306, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.00023857317864894867, 0.3079507648944855, 0.0, 0.0, 0.20792673528194427], [0.562444806098938, 0.0, 0.14260375499725342, 0.08552306890487671, 0.0, 0.14259099960327148], [1.0876067876815796, 1.7256474494934082, 0.6461446285247803, 0.06143081188201904, 0.0, 0.6125496029853821], [1.2533596754074097, 0.8408498167991638, 0.0, 0.41976696252822876, 0.0, 0.0]]",14.466251104138792,17,4877.0,4877.0,0,0.5855337488958612,0.84841716,0.8703888,0.8743609,0.67781025,1.0,0.87635905
1,25,1,1,"[[0.237074077129364, 0.2828116714954376, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.07075711339712143, 0.0800493061542511, 0.28238391876220703, 0.0, 0.0, 0.39549779891967773], [0.4589267373085022, 0.029586540535092354, 0.038223251700401306, 0.10467788577079773, 0.0, 0.04965426027774811], [1.1007801294326782, 1.7380905151367188, 0.6090366244316101, 0.04435102641582489, 0.0, 0.5466479063034058], [1.1766321659088135, 0.93023282289505, 0.0, 0.4985350966453552, 0.0, 0.0]]",14.739255944266915,19,5004.0,5004.0,0,0.49326074405573306,0.8090106,0.9106126,0.9449862,0.6181722,0.9852175,0.8726175
1,26,2,1,"[[0.2783171534538269, 0.25564029812812805, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.016100317239761353, 0.09384734183549881, 0.23417647182941437, 0.0, 0.0, 0.45574790239334106], [0.39374470710754395, 0.05430179834365845, 0.0643315389752388, 0.1199064701795578, 0.0, 0.0690176710486412], [1.1148344278335571, 1.6534385681152344, 0.517827033996582, 0.0609179362654686, 0.0, 0.4869983196258545], [1.0784763097763062, 0.9428271055221558, 0.0, 0.4752085208892822, 0.0, 0.0]]",14.11376379430294,19,5120.0,5120.0,0,0.44988623620569707,0.82529736,0.94508266,0.9152108,0.6059183,0.9503682,0.8436188
1,27,3,1,"[[0.2361648827791214, 0.20066393911838531, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.07586243748664856, 0.13649915158748627, 0.13543012738227844, 0.0, 0.0, 0.5225733518600464], [0.34097981452941895, 0.15193651616573334, 0.008595416322350502, 0.12789134681224823, 0.0, 0.0], [1.138041377067566, 1.612714171409607, 0.4467359483242035, 0.019056877121329308, 0.0, 0.3869354724884033], [0.9921519756317139, 1.014973521232605, 0.0, 0.5162127017974854, 0.0, 0.0]]",13.793812150135636,18,5246.0,5246.0,0,0.49020618784986436,0.83768535,0.93443716,0.9467242,0.58962953,0.9165965,0.8501973
1,28,4,1,"[[0.243393674492836, 0.29449012875556946, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.04072565957903862, 0.07136718183755875, 0.19466710090637207, 0.0, 0.0, 0.5076581239700317], [0.35885822772979736, 0.12013698369264603, 0.05831608176231384, 0.10805214941501617, 0.0, 0.02519182302057743], [1.105661392211914, 1.615977168083191, 0.4799342751502991, 0.0320403017103672, 0.0, 0.3395732045173645], [1.0302164554595947, 0.9446473121643066, 0.0, 0.4523005485534668, 0.0, 0.0]]",13.621359190903604,19,5383.0,5383.0,0,0.5343786408090964,0.819455,0.9370217,0.93504393,0.6374698,0.9354955,0.81617284
1,29,5,1,"[[0.3191014230251312, 0.14233160018920898, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.13124975562095642, 0.0, 0.0], [0.0, 0.16577781736850739, 0.03717438876628876, 0.0, 0.0, 0.492192804813385], [0.3451911211013794, 0.1890714019536972, 0.08352159708738327, 0.11196626722812653, 0.0, 0.05339089035987854], [1.1395752429962158, 1.4518446922302246, 0.36549729108810425, 0.01708129234611988, 0.0, 0.29014602303504944], [0.9015902876853943, 1.0720010995864868, 0.0, 0.4703630805015564, 0.0, 0.0]]",13.12173911370337,19,5504.0,5504.0,0,0.47087826088629664,0.8572509,0.98357034,0.8564038,0.61255866,0.8564092,0.8397247
1,30,6,1,"[[0.3423273265361786, 0.13766537606716156, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.09555316716432571, 0.0, 0.0], [0.012578576803207397, 0.1819222867488861, 0.03145742416381836, 0.0, 0.0, 0.41174012422561646], [0.4128354787826538, 0.17660532891750336, 0.09031794220209122, 0.09547337889671326, 0.0, 0.06941988319158554], [1.114875078201294, 1.4969385862350464, 0.43783867359161377, 0.0, 0.0, 0.2979981303215027], [0.9365018010139465, 1.1322691440582275, 0.00035481899976730347, 0.5045563578605652, 0.0, 0.0]]",13.512426417320967,20,5658.0,5658.0,0,0.602487573582679,0.8389775,0.98199856,0.838762,0.63126034,0.8761652,0.8679918
1,31,7,1,"[[0.17004729807376862, 0.086823970079422, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.07599695771932602, 0.0, 0.0], [0.11775371432304382, 0.21757371723651886, 0.0, 0.0, 0.1344822645187378, 0.4139065742492676], [0.494925320148468, 0.39832592010498047, 0.03659089654684067, 0.0, 0.0, 0.0], [1.140618920326233, 1.2496086359024048, 0.38644498586654663, 0.0, 0.0, 0.022833913564682007], [0.979846179485321, 1.1927632093429565, 0.14668519794940948, 0.4435061812400818, 0.0, 0.0]]",13.744764611124992,18,5861.0,5861.0,0,0.798255235388875,0.83665967,0.9532901,0.86065614,0.71210134,0.76416326,0.90345657
1,32,8,1,"[[0.30392536520957947, 0.19060219824314117, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.11336378753185272, 0.1578855961561203, 0.019408687949180603, 0.0, 0.0, 0.3235570788383484], [0.48801761865615845, 0.20685645937919617, 0.06510849297046661, 0.07037577033042908, 0.0, 0.0], [1.0736149549484253, 1.6108628511428833, 0.5420854687690735, 0.0, 0.0, 0.2252425253391266], [0.9863514304161072, 1.1857787370681763, 0.0, 0.5536305904388428, 0.0, 0.0]]",13.910605862736702,17,6143.0,6143.0,0,1.1140893941372634,0.8145678,0.92696804,0.87255216,0.6821493,0.92210895,0.89362985
1,33,9,1,"[[0.3597273826599121, 0.28384098410606384, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.05392806977033615, 0.0, 0.0], [0.038408905267715454, 0.1350114941596985, 0.15991508960723877, 0.0, 0.0, 0.528938353061676], [0.31404387950897217, 0.09634320437908173, 0.07429961115121841, 0.12002013623714447, 0.0, 0.05432309955358505], [1.0239166021347046, 1.6476110219955444, 0.4986187219619751, 0.04112142324447632, 0.0, 0.2468799352645874], [0.8890991806983948, 1.0900241136550903, 0.0, 0.5276291966438293, 0.0, 0.0]]",13.749345254153013,20,6355.0,6355.0,0,0.834250654745847,0.76059043,1.0,0.88733476,0.6226426,0.9588124,0.80240506
1,34,10,1,"[[0.22936446964740753, 0.0, 0.0, 0.0, 0.0, 0.0], [0.001191943883895874, 0.0, 0.0, 0.6742318272590637, 0.0, 0.0], [0.282156765460968, 0.4520902931690216, 0.0, 0.0, 0.042954206466674805, 0.6991960406303406], [0.20017102360725403, 0.36941036581993103, 0.0, 0.12333591282367706, 0.0, 0.0], [1.0728838443756104, 1.4537585973739624, 0.319550484418869, 0.0, 0.0, 0.11083082109689713], [0.6443774104118347, 1.4556140899658203, 0.0054853856563568115, 0.7660926580429077, 0.0, 0.0]]",15.207025989890099,18,6529.0,6529.0,0,0.6807929740101099,0.7461652,1.0,0.9452556,0.47611398,0.811658,0.9152911
1,35,11,1,"[[0.24473577737808228, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.6712486147880554, 0.0, 0.0], [0.17920081317424774, 0.40677547454833984, 0.0, 0.0, 0.11923384666442871, 0.678096354007721], [0.21195228397846222, 0.4075947105884552, 0.0, 0.0646209567785263, 0.0, 0.0], [1.046525001525879, 1.2199808359146118, 0.23030300438404083, 0.0, 0.0, 0.0], [0.618975043296814, 1.3777635097503662, 0.08145062625408173, 0.6159470081329346, 0.053049638867378235, 0.0]]",14.134075805544853,17,6759.0,6759.0,0,0.9058659241944551,0.7526292,1.0,0.8590315,0.5445889,0.73587286,0.8650342
1,36,12,1,"[[0.010338302701711655, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.7440797090530396, 0.0, 0.0], [0.25542759895324707, 0.39764320850372314, 0.0, 0.0, 0.35226696729660034, 0.9287253022193909], [0.10717520862817764, 0.6252763867378235, 0.0, 0.0, 0.0, 0.0], [1.0494996309280396, 0.8992239832878113, 0.0645051822066307, 0.0, 0.0, 0.0], [0.5737208724021912, 1.291662335395813, 0.08734496682882309, 0.47499918937683105, 0.23440968990325928, 0.0]]",14.722503930330276,16,6977.0,6977.0,0,0.8572774960696697,0.72612226,1.0,0.93511295,0.5902363,0.6087206,0.8050884
1,37,13,1,"[[0.1252436488866806, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0456548929214478, 0.0, 0.0], [0.31121954321861267, 0.5460267066955566, 0.0, 0.0, 0.26152360439300537, 0.91893470287323], [0.01770034432411194, 0.5897018313407898, 0.0, 0.06785745918750763, 0.0, 0.0], [1.028671383857727, 1.0266035795211792, 0.0340077243745327, 0.0, 0.0, 0.0], [0.37552785873413086, 1.4939175844192505, 0.09786427021026611, 0.6883754730224609, 0.1893889605998993, 0.0]]",15.34521103464067,17,7183.0,7183.0,0,0.8086547889653594,0.7269078,1.0,0.9222411,0.45963123,0.632431,0.85700756
1,38,14,1,"[[0.3714531660079956, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.058435320854187, 0.0, 0.0], [0.23419219255447388, 0.5510590672492981, 0.0, 0.0, 0.0087817944586277, 0.7647895216941833], [0.0, 0.44120994210243225, 0.0, 0.1929520219564438, 0.0, 0.0], [1.00276780128479, 1.2791343927383423, 0.03833921626210213, 0.0, 0.0, 0.0], [0.20098543167114258, 1.580128788948059, 0.014047417789697647, 0.83446204662323, 0.0795024037361145, 0.0]]",13.794879086315632,16,7400.0,7400.0,0,0.8542051209136844,0.7867303,0.9681653,0.85499513,0.3843961,0.73442143,0.866137
1,39,15,1,"[[0.5106451511383057, 0.0, 0.0, 0.0, 0.0, 0.0], [0.04383271932601929, 0.0, 0.0, 1.0398420095443726, 0.0, 0.0], [0.30073899030685425, 0.6570461988449097, 0.0, 0.0, 0.0, 0.4348132014274597], [0.16568371653556824, 0.3845742344856262, 0.0, 0.19679324328899384, 0.0, 0.0], [0.9612935185432434, 1.4595463275909424, 0.2160644680261612, 0.0, 0.0, 0.11998569220304489], [0.2376435101032257, 1.8315622806549072, 0.16316990554332733, 1.0268428325653076, 0.0, 0.0]]",15.504976846277714,17,7594.0,7594.0,0,0.7604950231537223,0.78878516,0.9267848,0.77604467,0.37242877,0.79687065,1.0
