episode,step,rebalance_cost,num_moves
2,91,23.528428077697754,1
2,92,0.0,0
2,93,14.902959823608398,1
2,94,9.117783546447754,1
2,95,22.111186742782593,2
2,96,0.0,0
2,97,12.683020114898682,2
2,98,0.0,0
2,99,0.0,0
2,100,0.0,0
2,101,0.0,0
2,102,0.0,0
2,103,4.876002073287964,1
2,104,19.407604932785034,2
2,105,11.011528968811035,1
2,106,33.064584255218506,3
2,107,0.0,0
2,108,5.887949109077454,1
2,109,32.802356481552124,2
2,110,56.77378988265991,4
2,111,14.990144968032837,1
2,112,16.4478942155838,2
2,113,9.65819263458252,2
2,114,41.4961211681366,4
2,115,0.0,0
2,116,0.0,0
2,117,33.5360951423645,2
2,118,11.703299522399902,1
2,119,17.54112434387207,1
2,120,0.0,0
2,121,12.087320327758789,1
2,122,0.0,0
2,123,0.0,0
2,124,17.105379104614258,1
2,125,0.0,0
2,126,29.7943696975708,2
2,127,20.400490045547485,2
2,128,19.354064464569092,2
2,129,88.8404598236084,4
2,130,8.265764236450195,1
2,131,10.723857164382935,1
2,132,22.738702297210693,2
2,133,0.0,0
2,134,0.0,0
2,135,29.596246004104614,2
2,136,8.443198442459106,1
2,137,50.51131725311279,4
2,138,0.0,0
2,139,24.616121768951416,2
2,140,35.968873262405396,4
2,141,21.953840970993042,2
2,142,9.601946353912354,1
2,143,19.721724033355713,2
2,144,0.0,0
2,145,0.0,0
2,146,9.449374675750732,1
2,147,0.0,0
2,148,20.90025544166565,2
2,149,0.0,0
2,150,0.0,0
2,151,14.20339584350586,2
2,152,13.086438179016113,1
2,153,22.10492467880249,2
2,154,17.197880744934082,2
2,155,3.8028616905212402,1
2,156,20.934178352355957,2
2,157,0.0,0
2,158,35.394620180130005,4
2,159,0.0,0
2,160,20.922709703445435,2
2,161,0.0,0
2,162,11.086061000823975,2
2,163,26.763324737548828,2
2,164,13.46335744857788,1
2,165,11.409069299697876,1
2,166,0.0,0
2,167,25.132288932800293,2
3,0,0.0,0
3,1,0.0,0
3,2,0.0,0
3,3,0.0,0
3,4,0.0,0
3,5,0.0,0
3,6,0.0,0
3,7,0.0,0
3,8,0.0,0
3,9,13.948670387268066,2
3,10,0.0,0
3,11,13.289647579193115,2
3,12,9.810465812683105,1
3,13,14.545714855194092,2
3,14,8.022222518920898,1
3,15,5.348140239715576,1
3,16,0.0,0
3,17,0.0,0
3,18,17.126543045043945,1
3,19,13.958641290664673,2
3,20,0.0,0
3,21,9.51619029045105,2
3,22,0.0,0
3,23,18.715736865997314,2
3,24,0.0,0
3,25,0.0,0
3,26,0.0,0
3,27,0.0,0
3,28,9.96904969215393,1
3,29,0.0,0
3,30,0.0,0
3,31,21.197521686553955,2
3,32,7.781524658203125,1
3,33,9.145139694213867,1
3,34,0.0,0
3,35,6.205860614776611,1
3,36,11.331646919250488,1
3,37,0.0,0
3,38,14.215567588806152,1
3,39,0.0,0
3,40,7.817509174346924,1
3,41,13.174886226654053,2
3,42,0.0,0
3,43,72.84328699111938,6
3,44,44.98464608192444,4
3,45,5.260032534599304,1
3,46,27.110090732574463,2
3,47,4.179088115692139,1
3,48,0.0,0
3,49,18.653735637664795,2
3,50,0.0,0
3,51,13.31718921661377,1
3,52,0.0,0
3,53,0.0,0
3,54,24.847295999526978,2
3,55,0.0,0
3,56,68.87223100662231,4
3,57,0.0,0
3,58,77.30603981018066,6
3,59,0.0,0
3,60,0.0,0
3,61,13.945877075195312,2
3,62,49.270005226135254,4
3,63,17.5798841714859,2
3,64,0.0,0
3,65,0.0,0
3,66,0.0,0
3,67,0.0,0
3,68,14.904640197753906,1
3,69,51.67605781555176,4
3,70,0.0,0
3,71,24.036633729934692,2
3,72,11.788854598999023,1
3,73,21.32854461669922,1
3,74,0.0,0
3,75,0.0,0
3,76,0.0,0
3,77,9.219519138336182,1
3,78,0.0,0
3,79,14.67171335220337,1
3,80,0.0,0
3,81,0.0,0
3,82,17.077621936798096,2
3,83,19.610585689544678,2
3,84,0.0,0
3,85,15.56591510772705,2
3,86,26.07615566253662,3
3,87,4.162781238555908,1
3,88,17.615376710891724,2
3,89,13.976013660430908,1
3,90,23.335635662078857,1
3,91,18.200918674468994,2
3,92,23.7885684967041,2
3,93,0.0,0
3,94,30.927520036697388,2
3,95,26.14340567588806,3
3,96,13.076273202896118,1
3,97,26.966638326644897,3
3,98,0.0,0
3,99,8.391518592834473,2
3,100,0.0,0
3,101,13.398418426513672,1
3,102,9.601001739501953,1
3,103,4.5941795110702515,1
3,104,0.0,0
3,105,0.0,0
3,106,0.0,0
3,107,29.892510890960693,2
3,108,0.0,0
3,109,20.977044582366943,2
3,110,28.82975745201111,2
3,111,42.24204349517822,4
3,112,17.953442096710205,2
3,113,29.194578170776367,2
3,114,26.036289930343628,4
3,115,25.33775043487549,2
3,116,0.0,0
3,117,49.386638879776,4
3,118,6.2727837562561035,1
3,119,39.625136613845825,5
3,120,0.0,0
3,121,0.0,0
3,122,29.263983726501465,2
3,123,12.09715461730957,2
3,124,6.915643692016602,1
3,125,0.0,0
3,126,13.862139463424683,2
3,127,20.178394079208374,2
3,128,20.091378688812256,2
3,129,27.264036417007446,2
3,130,46.948662519454956,4
3,131,0.0,0
3,132,19.996694326400757,1
3,133,15.910059928894043,1
3,134,27.205959796905518,2
3,135,27.547576427459717,3
3,136,9.456212997436523,1
3,137,0.0,0
3,138,20.743889093399048,2
3,139,0.0,0
3,140,10.30357551574707,1
3,141,0.0,0
3,142,23.792566061019897,4
3,143,0.0,0
3,144,0.0,0
3,145,0.0,0
3,146,15.650615453720093,2
3,147,0.0,0
3,148,5.998222231864929,1
3,149,0.0,0
3,150,29.071183681488037,2
3,151,28.90743386745453,2
3,152,23.111587524414062,1
3,153,22.935269355773926,2
3,154,14.013772964477539,1
3,155,19.62132954597473,2
3,156,0.0,0
3,157,60.63155794143677,6
3,158,0.0,0
3,159,0.0,0
3,160,0.0,0
3,161,9.533432006835938,1
3,162,22.86095118522644,2
3,163,13.1354398727417,1
3,164,61.471314907073975,4
3,165,0.0,0
3,166,0.0,0
3,167,21.473432064056396,1
4,0,0.0,0
4,1,0.0,0
4,2,0.0,0
4,3,0.0,0
4,4,0.0,0
4,5,0.0,0
4,6,0.0,0
4,7,0.0,0
4,8,49.197839975357056,4
4,9,21.040992259979248,2
4,10,0.0,0
4,11,9.095556735992432,1
4,12,0.0,0
4,13,12.088982582092285,1
4,14,13.738564014434814,2
4,15,16.069146156311035,2
4,16,26.33675765991211,2
4,17,0.0,0
4,18,10.791681289672852,1
4,19,44.68231415748596,3
4,20,8.751547813415527,1
4,21,35.47737121582031,3
4,22,0.0,0
4,23,13.76957654953003,1
4,24,0.0,0
4,25,0.0,0
4,26,20.561224937438965,2
4,27,23.282628297805786,3
4,28,0.0,0
4,29,17.37905979156494,1
4,30,0.0,0
4,31,16.987296104431152,2
4,32,0.0,0
4,33,0.0,0
4,34,0.0,0
4,35,31.536237955093384,2
4,36,51.983819007873535,6
4,37,8.267380714416504,1
4,38,0.0,0
4,39,0.0,0
4,40,9.577083587646484,1
4,41,0.0,0
4,42,0.0,0
4,43,24.4409122467041,2
4,44,51.82523775100708,4
4,45,0.0,0
4,46,0.0,0
4,47,0.0,0
4,48,12.813876152038574,1
4,49,0.0,0
4,50,9.7026948928833,1
4,51,0.0,0
4,52,5.548002004623413,1
4,53,0.0,0
4,54,0.0,0
4,55,34.86188888549805,4
4,56,0.0,0
4,57,0.0,0
4,58,39.985332012176514,4
4,59,0.0,0
4,60,5.576170921325684,1
4,61,10.910364151000977,1
4,62,7.192019939422607,1
4,63,7.760435104370117,1
4,64,9.396363258361816,1
4,65,24.653371810913086,2
4,66,14.080098628997803,2
4,67,75.79215025901794,7
4,68,0.0,0
4,69,24.396013975143433,3
4,70,0.0,0
4,71,32.36192083358765,3
4,72,19.1982102394104,1
4,73,6.332853317260742,1
4,74,13.47018575668335,2
4,75,0.0,0
4,76,0.0,0
4,77,0.0,0
4,78,0.0,0
4,79,42.73380947113037,4
4,80,0.0,0
4,81,0.0,0
4,82,31.60280752182007,3
4,83,5.028965473175049,1
4,84,18.97322916984558,2
4,85,0.0,0
4,86,0.0,0
4,87,0.0,0
4,88,6.584118366241455,1
4,89,4.322737216949463,1
4,90,13.344691753387451,2
4,91,60.74027228355408,4
4,92,6.334280490875244,1
4,93,7.652365684509277,1
4,94,6.667128562927246,1
4,95,22.338172912597656,2
4,96,0.0,0
4,97,0.0,0
4,98,23.14757513999939,2
4,99,0.0,0
4,100,0.0,0
4,101,0.0,0
4,102,0.0,0
4,103,0.0,0
4,104,22.099749326705933,2
4,105,35.86362552642822,2
4,106,0.0,0
4,107,0.0,0
4,108,44.622127532958984,4
4,109,11.110873222351074,2
4,110,22.977218627929688,1
4,111,43.69046473503113,4
4,112,18.853660583496094,1
4,113,8.924866676330566,1
4,114,0.0,0
4,115,0.0,0
4,116,23.2366623878479,2
4,117,0.0,0
4,118,17.65422224998474,1
4,119,13.057477474212646,1
4,120,11.490339040756226,1
4,121,8.879074096679688,1
4,122,0.0,0
4,123,0.0,0
4,124,5.514389514923096,1
4,125,0.0,0
4,126,5.014650821685791,1
4,127,13.74712586402893,1
4,128,73.62830793857574,8
4,129,0.0,0
4,130,11.329546451568604,1
4,131,22.52009630203247,2
4,132,12.92467749118805,2
4,133,24.23060691356659,2
4,134,5.268701791763306,1
4,135,21.616783142089844,1
4,136,21.864376068115234,1
4,137,37.964125633239746,4
4,138,50.705148458480835,4
4,139,0.0,0
4,140,0.0,0
4,141,0.0,0
4,142,10.5377197265625,1
4,143,7.940122127532959,1
4,144,0.0,0
4,145,19.393726348876953,2
4,146,21.509971618652344,2
4,147,0.0,0
4,148,23.822688102722168,2
4,149,24.958776473999023,2
4,150,8.679176330566406,1
4,151,0.0,0
4,152,12.298259735107422,1
4,153,27.418723821640015,3
4,154,9.461819171905518,1
4,155,5.858254909515381,1
4,156,11.09443187713623,1
4,157,17.075427770614624,2
4,158,30.9947726726532,2
4,159,13.644683837890625,1
4,160,4.0006256103515625,1
4,161,45.989081621170044,5
4,162,0.0,0
4,163,6.046611070632935,1
4,164,57.44295811653137,4
4,165,0.0,0
4,166,0.0,0
4,167,0.0,0
5,0,0.0,0
5,1,0.0,0
5,2,0.0,0
5,3,0.0,0
5,4,0.0,0
5,5,0.0,0
5,6,0.0,0
5,7,0.0,0
5,8,0.0,0
5,9,0.0,0
5,10,0.0,0
5,11,0.0,0
5,12,0.0,0
5,13,40.66396427154541,5
5,14,13.495813369750977,1
5,15,12.669611930847168,1
5,16,0.0,0
5,17,0.0,0
5,18,0.0,0
5,19,32.255873680114746,2
5,20,26.3784818649292,2
5,21,46.27355682849884,4
5,22,0.0,0
5,23,0.0,0
5,24,6.2293171882629395,1
5,25,9.734242916107178,1
5,26,0.0,0
5,27,0.0,0
5,28,34.40711498260498,2
5,29,9.599512100219727,1
5,30,0.0,0
5,31,0.0,0
5,32,0.0,0
5,33,0.0,0
5,34,0.0,0
5,35,0.0,0
5,36,0.0,0
5,37,41.182154178619385,4
5,38,0.0,0
5,39,0.0,0
5,40,20.503410816192627,1
5,41,0.0,0
5,42,17.49217987060547,2
5,43,8.066070556640625,1
5,44,0.0,0
5,45,0.0,0
5,46,0.0,0
5,47,0.0,0
5,48,0.0,0
5,49,0.0,0
5,50,0.0,0
5,51,0.0,0
5,52,3.5199155807495117,1
5,53,19.726740837097168,2
5,54,0.0,0
5,55,30.76392364501953,2
5,56,40.37362217903137,3
5,57,16.371020793914795,2
5,58,27.70634126663208,2
5,59,23.420469284057617,2
5,60,13.091124296188354,1
5,61,23.01379895210266,2
5,62,8.145281553268433,1
5,63,17.600672483444214,2
5,64,13.313062191009521,1
5,65,15.812961101531982,1
5,66,0.0,0
5,67,9.514167785644531,1
5,68,0.0,0
5,69,35.818817138671875,3
5,70,0.0,0
5,71,0.0,0
5,72,0.0,0
5,73,0.0,0
5,74,0.0,0
5,75,17.217302322387695,1
5,76,16.056169509887695,1
5,77,0.0,0
5,78,0.0,0
5,79,0.0,0
5,80,32.20816946029663,3
5,81,0.0,0
5,82,28.39189910888672,4
5,83,35.49773120880127,2
5,84,26.8405442237854,2
5,85,42.993680477142334,2
5,86,19.10879945755005,2
5,87,7.863375663757324,1
5,88,16.25935435295105,2
5,89,99.84523105621338,8
5,90,3.650803327560425,1
5,91,6.825404167175293,1
5,92,19.911242723464966,2
5,93,18.90742778778076,1
5,94,31.240114212036133,2
5,95,0.0,0
5,96,0.0,0
5,97,0.0,0
5,98,25.27924633026123,2
5,99,8.669482231140137,1
5,100,43.179757595062256,4
5,101,0.0,0
5,102,0.0,0
5,103,0.0,0
5,104,8.070290088653564,1
5,105,12.606511116027832,1
5,106,8.451615571975708,1
5,107,0.0,0
5,108,0.0,0
5,109,71.10112142562866,6
5,110,0.0,0
5,111,22.846272468566895,2
5,112,16.647419929504395,2
5,113,16.963794469833374,2
5,114,11.830531358718872,1
5,115,8.166988134384155,1
5,116,12.027397155761719,1
5,117,34.927048683166504,2
5,118,9.228539943695068,1
5,119,19.39054775238037,2
5,120,0.0,0
5,121,0.0,0
5,122,0.0,0
5,123,0.0,0
5,124,0.0,0
5,125,3.9543545246124268,1
5,126,11.910331845283508,2
5,127,16.78668785095215,2
5,128,9.8604097366333,1
5,129,0.0,0
5,130,31.079699397087097,3
5,131,16.550077438354492,2
5,132,0.0,0
5,133,4.335948467254639,1
5,134,19.678377985954285,2
5,135,6.786807060241699,1
5,136,0.0,0
5,137,19.923656225204468,2
5,138,0.0,0
5,139,31.6580810546875,2
5,140,0.0,0
5,141,0.0,0
5,142,0.0,0
5,143,6.0155029296875,1
5,144,0.0,0
5,145,0.0,0
5,146,11.975529670715332,1
5,147,0.0,0
5,148,0.0,0
5,149,22.995808124542236,1
5,150,18.893922805786133,2
5,151,0.0,0
5,152,14.8236722946167,1
5,153,40.25404334068298,4
5,154,12.865009307861328,2
5,155,9.190567016601562,1
5,156,14.521841049194336,2
5,157,0.0,0
5,158,33.195690631866455,4
5,159,6.80582332611084,1
5,160,0.0,0
5,161,0.0,0
5,162,0.0,0
5,163,8.645990371704102,1
5,164,0.0,0
5,165,8.171154975891113,1
5,166,0.0,0
5,167,0.0,0
