#{"t_start": 1761659488.3956401, "env_id": "None"}
r,l,t
125.436668,168,148.589696
125.671114,168,148.660473
125.809578,168,148.739437
126.047376,168,148.812482
125.246198,168,148.8847
126.786482,168,148.95744
125.157879,168,149.029829
125.534024,168,149.10492
126.088744,168,149.178534
125.445479,168,149.851049
126.886163,168,149.922758
126.752455,168,149.996622
124.728105,168,150.067095
125.705046,168,150.138348
125.709769,168,150.216883
125.512633,168,150.289352
126.10349,168,150.362518
125.627681,168,150.435936
124.091542,168,150.514251
123.481068,168,150.58373
125.697329,168,150.65575
126.096041,168,151.368646
126.661541,168,151.437617
127.775809,168,151.512963
126.491782,168,151.586529
125.542312,168,151.656855
125.032247,168,151.732991
125.066289,168,151.803269
125.555549,168,151.876445
125.02867,168,151.948071
124.535876,168,152.023335
125.561339,168,152.094526
123.515709,168,152.166615
124.905593,168,152.868213
126.336283,168,152.937275
123.25283,168,153.013994
126.71286,168,153.087496
125.679502,168,153.160897
126.945664,168,153.230395
125.315489,168,153.308969
125.871983,168,153.382316
127.421574,168,153.784075
126.961523,168,153.85155
124.638598,168,153.922012
126.740884,168,153.996856
127.132772,168,154.710006
125.400322,168,154.783998
125.147277,168,154.854592
126.695064,168,154.925575
125.83961,168,154.997295
122.976843,168,155.070997
125.585984,168,155.14051
124.706818,168,155.212155
127.17099,168,155.281718
126.210058,168,155.355171
124.410091,168,155.427018
126.074123,168,155.502203
126.920938,168,156.178476
126.427328,168,156.252218
126.46047,168,156.327529
124.801593,168,156.396143
127.155204,168,156.46887
125.109476,168,156.538321
124.619267,168,156.614769
125.315637,168,156.685107
126.452395,168,156.758721
125.044224,168,156.835922
124.567578,168,156.904896
125.373875,168,156.976919
124.932599,168,157.047677
124.293941,168,157.781644
124.318074,168,157.856137
125.730723,168,157.922697
124.586875,168,157.988495
124.939517,168,158.057669
125.867541,168,158.13649
126.199217,168,158.209048
125.211529,168,158.283458
126.061944,168,158.359815
125.302019,168,158.43393
125.182895,168,158.50759
124.765639,168,158.577857
126.921448,168,159.242466
126.503326,168,159.312737
127.658431,168,159.392909
126.524337,168,159.465111
126.885196,168,159.533775
126.977835,168,159.603924
124.767707,168,159.679085
124.922818,168,159.746987
126.175431,168,159.819954
126.890614,168,159.895044
125.701397,168,159.965495
126.35089,168,160.034176
126.100533,168,160.71552
126.576572,168,160.782225
125.549984,168,160.855919
125.466836,168,160.92935
125.587989,168,161.001135
125.901854,168,161.071476
125.461276,168,161.149317
126.363284,168,161.535544
126.331283,168,161.607983
126.139613,168,161.678945
126.39627,168,161.753554
126.483252,168,161.824211
125.331723,168,162.515051
125.667264,168,162.5845
126.9092,168,162.662944
125.367714,168,162.736118
126.186445,168,162.807819
124.197565,168,162.878417
125.123684,168,162.957546
126.298773,168,163.026314
125.474912,168,163.096956
125.60124,168,163.176157
125.043503,168,163.248931
124.870222,168,163.320261
124.875694,168,164.01804
125.260795,168,164.086635
123.869624,168,164.158891
126.678321,168,164.235345
125.504619,168,164.306774
124.648551,168,164.379001
126.949142,168,164.447584
125.057932,168,164.520659
125.09887,168,164.593522
125.120096,168,164.666807
124.858142,168,164.737157
126.011404,168,164.810292
125.936647,168,164.881574
125.65531,168,165.550825
124.91624,168,165.622324
126.316755,168,165.694525
126.55614,168,165.769668
125.504129,168,165.842133
126.627292,168,165.914129
125.791378,168,165.989963
126.020067,168,166.060154
125.643934,168,166.134274
126.110746,168,166.204376
124.886384,168,166.278322
125.443956,168,166.345452
125.759977,168,167.047621
125.749563,168,167.123229
126.653356,168,167.190057
126.277126,168,167.267041
125.585445,168,167.336451
127.092147,168,167.406561
125.785899,168,167.4737
126.249538,168,167.546515
123.778447,168,167.614341
126.488938,168,167.679497
125.831542,168,167.750146
125.363419,168,167.826006
123.931099,168,168.701534
124.893385,168,168.778281
125.815869,168,168.848544
126.010467,168,168.919015
125.866057,168,168.992122
125.64746,168,169.392307
127.314512,168,169.462035
126.975913,168,169.532452
125.947393,168,169.609839
124.915496,168,169.684272
125.907376,168,169.759787
124.89999,168,169.836888
126.302969,168,170.561612
124.356327,168,170.629639
127.021045,168,170.700967
125.833757,168,170.771138
125.052252,168,170.843945
125.407011,168,170.920739
127.424246,168,170.994836
124.904417,168,171.073037
125.852983,168,171.140685
125.791095,168,171.213166
125.348358,168,171.285712
125.866151,168,171.357191
124.788805,168,172.05036
127.463266,168,172.119614
125.570693,168,172.19358
125.627771,168,172.268368
125.003073,168,172.339581
126.877664,168,172.412978
125.99094,168,172.48095
126.499467,168,172.554135
126.083173,168,172.6318
127.308532,168,172.703337
124.823694,168,172.77471
124.692882,168,172.848595
126.760565,168,173.561361
125.765764,168,173.63396
125.261606,168,173.702043
125.530036,168,173.774996
126.972718,168,173.848744
124.8508,168,173.92161
126.468702,168,173.989073
126.183914,168,174.063054
126.7603,168,174.142601
124.899726,168,174.209978
126.659222,168,174.281139
126.299662,168,174.35347
125.988674,168,174.427233
124.738537,168,175.129432
124.300245,168,175.201661
126.239375,168,175.271465
125.293761,168,175.343499
125.715982,168,175.414698
126.26165,168,175.487278
126.718473,168,175.558226
125.187049,168,175.626441
124.090367,168,175.701351
126.211918,168,175.771976
125.548975,168,175.841768
125.698521,168,175.916451
126.488807,168,176.614191
125.533886,168,176.68585
127.015425,168,176.75182
125.519318,168,176.825676
125.302324,168,177.221014
125.113833,168,177.298767
125.428478,168,177.367661
126.721692,168,177.442614
124.947056,168,177.514642
125.526379,168,177.587149
126.056307,168,177.654455
125.838441,168,177.72869
125.900186,168,178.426533
125.709053,168,178.492742
126.50508,168,178.569886
125.726451,168,178.644836
126.100692,168,178.720247
126.657619,168,178.787266
126.511507,168,178.860395
123.446108,168,178.94073
126.310923,168,179.012146
126.585779,168,179.083398
124.568587,168,179.154864
125.749743,168,179.231754
125.431899,168,179.936687
126.182596,168,180.00324
125.026875,168,180.078371
126.283006,168,180.150271
125.959441,168,180.22824
124.942553,168,180.301374
126.231289,168,180.374244
125.301247,168,180.441996
125.237109,168,180.516546
125.028674,168,180.589157
124.88889,168,180.663093
123.916366,168,180.739213
126.29902,168,181.444403
125.65115,168,181.517009
125.273394,168,181.586533
124.614006,168,181.658474
125.536985,168,181.735657
126.495763,168,181.809262
126.589334,168,181.880319
125.673659,168,181.949059
125.63668,168,182.026132
125.384363,168,182.097905
124.65304,168,182.170639
124.967761,168,182.244682
124.877113,168,182.317419
126.885186,168,183.006411
124.806758,168,183.077405
126.661079,168,183.146681
125.056117,168,183.21946
127.181137,168,183.293769
124.590161,168,183.36552
123.055887,168,183.438587
126.016134,168,183.513108
125.466368,168,183.58008
124.768984,168,183.655337
126.117388,168,183.733509
125.617105,168,183.811685
126.440315,168,184.485944
125.248288,168,184.565055
124.407947,168,184.961242
125.736078,168,185.043425
125.08581,168,185.113274
125.30734,168,185.185702
124.831839,168,185.257631
125.413741,168,185.334129
125.741773,168,185.40139
127.209581,168,185.476187
126.741865,168,185.552569
126.293689,168,185.622486
125.30288,168,186.306598
124.397239,168,186.377261
125.017808,168,186.449005
125.110145,168,186.520375
127.160633,168,186.59521
126.036287,168,186.665569
125.279484,168,186.734283
125.59135,168,186.808329
126.129367,168,186.884418
125.835546,168,186.955244
126.159991,168,187.025259
126.404256,168,187.104267
125.488205,168,187.783484
124.617085,168,187.853413
125.561228,168,187.924109
126.241279,168,187.998355
125.301197,168,188.070807
125.379714,168,188.143349
125.0629,168,188.215675
126.234654,168,188.289098
126.200087,168,188.363204
124.499293,168,188.436632
126.266469,168,188.509691
126.416417,168,188.587414
124.839448,168,189.30982
125.466034,168,189.379268
126.871192,168,189.450664
125.262278,168,189.524616
124.966517,168,189.601518
125.449714,168,189.671399
126.451881,168,189.741007
126.116522,168,189.812448
125.817641,168,189.887803
125.732071,168,189.958548
125.977983,168,190.029724
125.849756,168,190.106263
125.977528,168,190.179186
126.683432,168,190.849604
126.170904,168,190.921848
126.06273,168,190.989583
124.941799,168,191.061175
124.990015,168,191.137347
126.047995,168,191.206924
126.070777,168,191.279014
124.969172,168,191.357558
125.160132,168,191.434566
125.80137,168,191.506412
125.135924,168,191.578384
125.130463,168,191.657225
125.849179,168,192.353074
125.388761,168,192.751828
126.480897,168,192.823303
126.517522,168,192.898666
126.045108,168,192.969083
127.316269,168,193.037752
126.161358,168,193.111301
125.441865,168,193.184956
125.042011,168,193.256684
125.855225,168,193.329309
126.699644,168,193.405674
127.317125,168,193.477469
125.687178,168,194.154255
125.159482,168,194.228051
126.02432,168,194.301259
125.518741,168,194.375999
124.694385,168,194.451135
126.578132,168,194.523949
124.950916,168,194.597889
126.895165,168,194.668151
124.920609,168,194.745344
125.633729,168,194.818412
125.504921,168,194.88853
124.021433,168,194.96547
126.627214,168,195.653765
125.719951,168,195.728842
125.241236,168,195.800147
126.150591,168,195.869354
127.106157,168,195.940592
125.809096,168,196.01233
124.165694,168,196.079042
126.104808,168,196.15377
125.983659,168,196.231056
125.590837,168,196.303594
125.256309,168,196.37653
125.193587,168,196.44933
126.277178,168,197.125762
124.747235,168,197.192752
125.078995,168,197.270052
126.058203,168,197.342889
125.44734,168,197.413184
125.675354,168,197.490939
125.952811,168,197.56403
126.156337,168,197.634996
124.633398,168,197.710066
125.442568,168,197.78963
126.781205,168,197.858524
126.10562,168,197.93159
126.710795,168,198.005562
126.209577,168,198.687995
124.483579,168,198.761814
126.566897,168,198.832445
125.88687,168,198.906522
125.752475,168,198.982578
125.152789,168,199.063519
126.260793,168,199.131662
126.736103,168,199.202492
126.864179,168,199.278641
124.775119,168,199.351401
125.266043,168,199.423923
126.435074,168,199.826205
125.976202,168,200.516868
126.905577,168,200.595547
125.44588,168,200.666425
125.020531,168,200.742035
124.643187,168,200.816253
124.765971,168,200.891352
125.743986,168,200.960426
125.462997,168,201.035917
126.285358,168,201.113047
126.024176,168,201.184562
125.363816,168,201.253329
124.970101,168,201.333985
125.440367,168,202.040411
125.740116,168,202.111814
125.809812,168,202.177963
126.282401,168,202.249642
125.271459,168,202.323038
124.980312,168,202.393678
125.960779,168,202.465095
123.867973,168,202.556979
127.560484,168,202.62993
125.239497,168,202.701051
124.862057,168,202.773886
124.83551,168,202.853516
125.844701,168,203.545635
125.807247,168,203.615651
125.703767,168,203.688076
125.380165,168,203.763046
126.529724,168,203.83468
124.165993,168,203.903742
126.286952,168,203.973426
125.831692,168,204.050864
125.663363,168,204.124852
124.768874,168,204.196266
126.028955,168,204.267379
124.319013,168,204.341809
124.521641,168,205.01329
125.736791,168,205.080293
126.373475,168,205.154706
126.462097,168,205.227966
125.162553,168,205.301496
125.256039,168,205.382977
125.355091,168,205.450505
126.062249,168,205.522076
126.173998,168,205.5948
126.659843,168,205.669271
125.061144,168,205.737259
124.896055,168,205.815723
125.54728,168,206.553757
124.852923,168,206.629565
126.37755,168,206.698839
125.036683,168,206.768866
123.793075,168,206.841304
125.368537,168,206.918948
124.472055,168,206.989769
126.830686,168,207.070068
125.543789,168,207.140448
126.241884,168,207.209973
125.816188,168,207.27722
125.981806,168,207.664915
125.809002,168,207.737206
125.959471,168,208.424743
125.713626,168,208.493535
124.526123,168,208.566955
125.67467,168,208.637396
123.779357,168,208.709849
124.555143,168,208.783714
124.484305,168,208.856309
124.530632,168,208.931396
126.888151,168,209.001607
124.79586,168,209.075425
125.415851,168,209.149745
126.150541,168,209.228597
124.73526,168,209.914392
126.003698,168,209.985568
125.168738,168,210.05564
126.324918,168,210.131198
124.160005,168,210.205662
126.557995,168,210.279431
126.543087,168,210.354632
125.179407,168,210.434624
126.40748,168,210.508962
125.830929,168,210.580754
125.771774,168,210.651833
125.914035,168,210.728636
126.321148,168,211.404954
125.946754,168,211.478294
126.223276,168,211.552036
125.148222,168,211.62359
125.73065,168,211.699753
124.424286,168,211.774184
125.302337,168,211.844178
125.595522,168,211.916412
125.821976,168,211.993934
125.53564,168,212.062616
126.044251,168,212.13833
124.481296,168,212.217887
125.294907,168,212.924918
125.949256,168,213.000821
123.80153,168,213.070625
125.297919,168,213.141187
124.858769,168,213.219445
125.418517,168,213.288868
125.331198,168,213.363044
125.866267,168,213.434896
124.456188,168,213.508944
125.666423,168,213.580146
124.258471,168,213.654824
125.513053,168,213.729117
124.872886,168,214.399975
124.771921,168,214.470868
125.965183,168,214.549164
125.086849,168,214.619546
124.435521,168,214.691198
124.997196,168,214.76421
125.742414,168,214.836791
123.591218,168,214.905971
124.498122,168,214.977098
124.757308,168,215.380792
125.520008,168,215.455895
126.400484,168,215.538028
125.386221,168,215.610567
125.246752,168,216.290494
125.073322,168,216.363062
125.823337,168,216.430847
124.905452,168,216.504928
125.20413,168,216.579469
126.060436,168,216.650188
125.708703,168,216.71909
126.487795,168,216.797613
125.703163,168,216.868445
126.170859,168,216.93652
124.498527,168,217.005711
126.717243,168,217.08015
125.203739,168,217.820829
125.197136,168,217.889741
124.899565,168,217.957758
124.326224,168,218.028791
125.984534,168,218.104665
125.322258,168,218.175938
124.13557,168,218.249152
125.681866,168,218.326167
126.301478,168,218.402957
126.050657,168,218.471291
126.083805,168,218.546551
126.072693,168,218.616664
124.996831,168,219.327997
124.220857,168,219.397723
125.984803,168,219.468965
125.300229,168,219.542477
125.684929,168,219.618052
126.035474,168,219.687206
125.427007,168,219.758791
125.197048,168,219.837413
125.684263,168,219.905663
126.560456,168,219.978339
126.012882,168,220.049735
124.987939,168,220.125327
127.012354,168,220.865161
125.18717,168,220.932944
125.762974,168,221.003872
125.004658,168,221.078695
125.950259,168,221.152075
124.906073,168,221.223111
127.477998,168,221.295383
126.192013,168,221.371024
125.747771,168,221.440567
123.974744,168,221.513697
125.92879,168,221.587979
126.295176,168,221.660954
125.608185,168,222.354945
125.260577,168,222.424622
125.785772,168,222.499107
125.520625,168,222.572088
124.749861,168,222.643746
125.240276,168,222.718103
123.936677,168,222.78935
125.384687,168,222.861753
124.467553,168,223.255276
124.441867,168,223.329851
127.111781,168,223.403692
125.695241,168,223.471874
126.749989,168,223.548006
125.379733,168,224.222824
125.207072,168,224.290233
123.967056,168,224.366768
124.907989,168,224.445822
124.893052,168,224.521734
125.610298,168,224.591752
125.029029,168,224.668961
126.025635,168,224.742284
125.650116,168,224.815614
125.304631,168,224.887784
125.666201,168,224.963881
125.763862,168,225.03659
125.223543,168,225.74375
124.589345,168,225.813499
124.366618,168,225.8862
126.487532,168,225.963328
126.091216,168,226.031614
127.404748,168,226.102233
123.821893,168,226.174811
126.348498,168,226.250124
124.59466,168,226.322566
124.969055,168,226.398735
125.678509,168,226.471447
125.211387,168,226.542728
125.146978,168,227.229619
125.822571,168,227.300696
125.86568,168,227.375404
126.025324,168,227.451478
125.10766,168,227.522477
125.453463,168,227.595616
124.99716,168,227.671652
124.850369,168,227.7475
125.105112,168,227.822834
125.300515,168,227.894539
125.795376,168,227.972236
125.479069,168,228.041458
126.195766,168,228.740146
125.9426,168,228.811263
126.093489,168,228.881912
125.113982,168,228.955024
124.913734,168,229.031515
124.930518,168,229.105216
125.61567,168,229.176609
124.464726,168,229.249687
125.656018,168,229.321929
124.521582,168,229.39618
125.633716,168,229.471168
124.562559,168,229.547348
126.347115,168,230.240006
126.094248,168,230.309394
125.265074,168,230.382963
126.003195,168,230.455949
125.732865,168,230.531394
126.477102,168,230.600034
125.585495,168,231.008037
124.741502,168,231.081422
125.875731,168,231.15515
124.854433,168,231.229721
124.911125,168,231.300393
124.589733,168,231.373713
125.474935,168,231.449148
