episode,step,hour,rebalance_cost,num_rebalances,total_demand,total_served,service_rate,reward
1,81,82,10.206478332169354,18,15790.0,15790.0,1.0,0.7977935216678307
1,82,83,10.166055455803871,19,16008.0,16008.0,1.0,0.8618339445441962
1,83,84,9.221626460552216,16,16213.0,16213.0,1.0,0.8107783735394478
1,84,85,8.450618796050549,17,16412.0,16412.0,1.0,0.7875493812039495
1,85,86,10.408712835982442,19,16623.0,16623.0,1.0,0.8335912871640175
1,86,87,10.743283968418837,20,16850.0,16850.0,1.0,0.8972567160315812
1,87,88,9.845183793455362,17,17090.0,17090.0,1.0,0.9501548162065446
1,88,89,9.449872656725347,16,17310.0,17310.0,1.0,0.8705501273432746
1,89,90,9.86888737231493,16,17606.0,17606.0,1.0,1.174131112627685
1,90,91,10.806643702089787,18,17924.0,17924.0,1.0,1.2611933562979103
1,91,92,10.805789686739445,16,18185.0,18185.0,1.0,1.0331942103132605
1,92,93,11.559996724128723,19,18400.0,18400.0,1.0,0.8484400032758713
1,93,94,11.140927598811686,19,18579.0,18579.0,1.0,0.7048590724011883
1,94,95,11.105034992098808,19,18746.0,18746.0,1.0,0.6568949650079012
1,95,96,10.99884120002389,18,18880.0,18880.0,1.0,0.5250011587999761
1,96,97,11.142356310039759,16,19023.0,19023.0,1.0,0.5608576436899603
1,97,98,11.174667499959469,15,19162.0,19162.0,1.0,0.5448253325000405
1,98,99,10.666533879935741,15,19287.0,19287.0,1.0,0.48933346612006423
1,99,100,11.338874518871307,15,19410.0,19410.0,1.0,0.4806611254811287
1,100,101,11.3182354234159,16,19544.0,19544.0,1.0,0.5246817645765841
1,101,102,10.349955312674865,18,19680.0,19680.0,1.0,0.5336500446873251
1,102,103,10.734888916369528,16,19838.0,19838.0,1.0,0.6212651110836305
1,103,104,11.03363473340869,15,20052.0,20052.0,1.0,0.8449663652665913
1,104,105,11.782547015696764,19,20322.0,20322.0,1.0,1.0682174529843032
1,105,106,11.404830867424607,16,20529.0,20529.0,1.0,0.8165951691325753
1,106,107,11.991896450519562,14,20719.0,20719.0,1.0,0.7480081035494804
1,107,108,13.073677964508533,16,20923.0,20923.0,1.0,0.8029263220354914
1,108,109,12.661037573590875,13,21120.0,21120.0,1.0,0.7753389624264091
1,109,110,11.307026281952858,14,21314.0,21314.0,1.0,0.7646929737180471
1,110,111,11.68005982786417,14,21531.0,21531.0,1.0,0.8563199401721359
1,111,112,13.23937613517046,13,21785.0,21784.293526721896,0.9999675706551249,0.9985217841962049
1,112,113,12.78419442102313,14,22027.0,22026.293526721896,0.9999679269406591,0.9552158055789769
1,113,114,13.361925415694714,15,22340.0,22331.181431756402,0.9996052565692213,1.189965504791334
1,114,115,13.905170794576406,15,22629.0,22620.000427729687,0.9996022991616813,1.1410088050451395
1,115,116,14.183495565317571,15,22878.0,22869.000427729687,0.9996066276654291,0.9818165044346824
1,116,117,12.984161004424095,14,23072.0,23063.000427729687,0.9996099353211549,0.7630158389955759
1,117,118,14.477033997885883,15,23264.0,23255.000427729687,0.9996131545619708,0.7535229660021141
1,118,119,16.934176683425903,15,23440.0,23431.000427729687,0.999616059203485,0.6870658233165741
1,119,120,17.371362037956715,15,23600.0,23591.000427729687,0.9996186621919358,0.6226286379620433
1,120,121,17.97327595576644,16,23756.0,23747.000427729687,0.999621166346594,0.6060267240442335
1,121,122,16.49651377648115,17,23874.0,23865.000427729687,0.9996230387756424,0.4555034862235188
1,122,123,16.76464880630374,17,23993.0,23984.000427729687,0.9996249084203596,0.45923535119369624
1,123,124,17.49567885324359,17,24123.0,24114.000427729687,0.9996269298068103,0.5025043211467564
1,124,125,16.368246930651367,16,24263.0,24254.000427729687,0.9996290824601115,0.5436317530693486
1,125,126,15.75887706130743,14,24398.0,24389.000427729687,0.9996311348360393,0.5242411229386925
1,126,127,17.00086072087288,14,24556.0,24547.000427729687,0.9996335082150875,0.6149991392791271
1,127,128,17.4741785004735,15,24745.0,24736.000427729687,0.9996363074451278,0.7385258214995265
1,128,129,18.44642122089863,15,25032.0,25008.886242571774,0.9990766316144045,1.0448684678316298
1,129,130,17.62041499465704,18,25270.0,25246.886242571774,0.9990853281587564,0.9343795850053429
1,130,131,17.440937854349613,17,25470.0,25446.886242571774,0.9990925105053701,0.7825590621456504
1,131,132,16.943790745921433,19,25676.0,25652.886242571774,0.9990997913449048,0.8070562092540786
1,132,133,15.922744669020176,20,25903.0,25879.886242571774,0.9991076802907685,0.8920772553309798
1,133,134,16.151722034439445,19,26118.0,26094.886242571774,0.999115025751274,0.8438482779655605
1,134,135,14.877793669700623,18,26336.0,26312.886242571774,0.9991223512519659,0.8571222063302993
1,135,136,15.372320733964443,17,26565.0,26541.886242571774,0.9991299169046405,0.9006276792660356
1,136,137,14.342385660856962,17,26816.0,26792.886242571774,0.999138060955093,0.989657614339143
1,137,138,14.217894278466702,17,27101.0,27064.60445061689,0.9986570403533778,1.0460913539922359
1,138,139,15.342046035453677,17,27411.0,27361.407594762204,0.9981907845303785,1.1454768188364333
1,139,140,12.722821693867445,17,27669.0,27619.407594762204,0.9982076545868013,1.0192771783061325
1,140,141,13.090991141274571,17,27908.0,27858.407594762204,0.9982230039688335,0.9429090088587254
1,141,142,13.227598503232002,17,28070.0,28020.407594762204,0.9982332595212755,0.634772401496768
1,142,143,14.092443153262138,17,28260.0,28210.407594762204,0.9982451378189032,0.7459075568467378
1,143,144,14.061666131019592,17,28415.0,28365.407594762204,0.9982547103558755,0.6059383338689804
1,144,145,15.287091428413987,19,28544.0,28494.407594762204,0.9982625979106714,0.500712908571586
1,145,146,15.903915207833052,17,28675.0,28625.407594762204,0.9982705351268424,0.508096084792167
1,146,147,16.536089919507504,20,28798.0,28748.407594762204,0.9982779218960416,0.4754639100804925
1,147,148,16.292882341891527,19,28937.0,28887.407594762204,0.9982861939648963,0.5397071176581085
1,148,149,16.405289636924863,21,29066.0,29016.407594762204,0.9982938001363175,0.4995947103630751
1,149,150,14.864443995058537,20,29202.0,29152.407594762204,0.9983017462763579,0.5291355560049414
1,150,151,13.398178815841675,20,29357.0,29307.407594762204,0.998310712769091,0.6066018211841583
1,151,152,13.1300297267735,20,29562.0,29512.407594762204,0.9983224272634532,0.8068699702732265
1,152,153,12.34196484927088,20,29821.0,29771.407594762204,0.9983369972422858,1.0236580351507292
1,153,154,13.221798427402973,21,30009.0,29959.407594762204,0.9983474156007266,0.738778201572597
1,154,155,12.392164891585708,22,30201.0,30151.407594762204,0.998357921749684,0.7556078351084143
1,155,156,11.171580031514168,23,30402.0,30352.407594762204,0.9983687781975595,0.7928284199684859
1,156,157,10.422891513444483,19,30641.0,30591.407594762204,0.9983815017382659,0.9455771084865555
1,157,158,11.797200228087604,22,30880.0,30830.407594762204,0.9983940283277916,0.9442027997719123
1,158,159,11.815294402651489,20,31105.0,31055.407594762204,0.9984056452262403,0.8881847055973485
1,159,160,11.972231291234493,20,31340.0,31290.407594762204,0.9984176003434015,0.9280277687087655
1,160,161,11.964427671395242,22,31598.0,31548.407594762204,0.998430520753282,1.0200355723286048
1,161,162,11.806149991229177,18,31885.0,31835.407594762204,0.9984446477893117,1.136193850008771
1,162,163,17.852833888027817,21,32162.0,32112.407594762204,0.998458043491145,1.0901471661119722
1,163,164,14.183443307876587,19,32420.0,32370.407594762204,0.9984703144590439,1.0178165566921233
1,164,165,17.084200686775148,20,32640.0,32590.407594762204,0.9984806248395283,0.8629157993132248
1,165,166,15.817330341786146,19,32827.0,32777.407594762204,0.9984892800061597,0.7321826696582139
1,166,167,14.795255459845066,17,33002.0,32952.407594762204,0.9984972909145569,0.6852047445401549
1,167,168,17.125407982151955,17,33153.0,33103.407594762204,0.9985041352143759,0.5868745920178481
2,0,1,15.85855533182621,17,124.0,124.0,1.0,0.48014144466817377
2,1,2,15.16123104840517,16,244.0,244.0,1.0,0.4648387689515948
2,2,3,14.738434761762619,16,378.0,378.0,1.0,0.5212615652382374
2,3,4,14.345311254262924,17,503.0,503.0,1.0,0.4856546887457371
2,4,5,13.913047634065151,16,626.0,626.0,1.0,0.47808695236593485
2,5,6,13.493986912071705,16,760.0,760.0,1.0,0.5225060130879283
2,6,7,13.003379855304956,16,925.0,925.0,1.0,0.6469966201446951
2,7,8,13.525926105678082,16,1140.0,1140.0,1.0,0.8464740738943219
2,8,9,13.301861444488168,17,1424.0,1424.0,1.0,1.122698138555512
2,9,10,13.300872100517154,17,1647.0,1647.0,1.0,0.8786991278994829
2,10,11,12.557559942826629,17,1844.0,1844.0,1.0,0.7754424400571733
2,11,12,11.625801183283329,17,2027.0,2027.0,1.0,0.7203741988167167
2,12,13,11.602136172354221,14,2260.0,2260.0,1.0,0.9203978638276458
2,13,14,11.639412033371627,17,2462.0,2462.0,1.0,0.7963605879666283
2,14,15,12.14062049612403,16,2688.0,2688.0,1.0,0.891859379503876
2,15,16,11.747604735195637,15,2936.0,2936.0,1.0,0.9802523952648043
2,16,17,12.512140706181526,15,3171.0,3171.0,1.0,0.9274878592938185
2,17,18,12.86720423400402,15,3470.0,3470.0,1.0,1.183132795765996
2,18,19,10.74010368436575,15,3770.0,3770.0,1.0,1.1892598963156342
2,19,20,10.774524994194508,15,4065.0,4065.0,1.0,1.1692254750058055
2,20,21,11.619703370146453,17,4249.0,4249.0,1.0,0.7243802966298536
2,21,22,11.23894299287349,16,4434.0,4434.0,1.0,0.7287610570071265
2,22,23,10.997303314507008,15,4568.0,4568.0,1.0,0.525002696685493
2,23,24,11.380664680153131,15,4725.0,4725.0,1.0,0.6166193353198469
2,24,25,12.605623632669449,12,4869.0,4869.0,1.0,0.5633943763673306
2,25,26,12.45510873850435,14,5014.0,5014.0,1.0,0.5675448912614957
2,26,27,12.090018531307578,13,5155.0,5155.0,1.0,0.5519099814686924
2,27,28,12.365163646638393,14,5284.0,5284.0,1.0,0.5036348363533616
2,28,29,12.237331751734018,15,5418.0,5418.0,1.0,0.523762668248266
2,29,30,11.971150815486908,15,5546.0,5546.0,1.0,0.5000288491845131
2,30,31,12.043128725141287,16,5697.0,5697.0,1.0,0.5919568712748587
2,31,32,12.936302900314331,13,5898.0,5898.0,1.0,0.7910636970996857
2,32,33,13.100064143538475,13,6150.0,6150.0,1.0,0.9948999358564615
2,33,34,12.57111033052206,15,6343.0,6343.0,1.0,0.759428889669478
2,34,35,13.463354527950287,14,6542.0,6542.0,1.0,0.7825366454720497
2,35,36,13.208902552723885,14,6752.0,6752.0,1.0,0.8267910974472761
2,36,37,13.45787227153778,14,6971.0,6971.0,1.0,0.8625421277284622
2,37,38,13.383965164422989,14,7195.0,7195.0,1.0,0.882616034835577
2,38,39,13.031803548336029,16,7429.0,7429.0,1.0,0.922968196451664
2,39,40,11.563943358138204,16,7626.0,7626.0,1.0,0.7764360566418618
2,40,41,11.002480581402779,15,7884.0,7884.0,1.0,1.0209975194185972
2,41,42,11.800886100158095,17,8142.0,8142.0,1.0,1.0201991138998419
2,42,43,12.040978517383337,16,8448.0,8448.0,1.0,1.2119590214826166
2,43,44,13.018694154918194,17,8698.0,8698.0,1.0,0.9869813058450818
2,44,45,14.575429439544678,19,8889.0,8889.0,1.0,0.7494245705604553
2,45,46,15.949569556862116,17,9068.0,9068.0,1.0,0.7000504304431379
2,46,47,14.57399832084775,16,9234.0,9234.0,1.0,0.6494260016791522
2,47,48,15.807142078876495,15,9392.0,9392.0,1.0,0.6161928579211235
2,48,49,16.268001858145,17,9528.0,9528.0,1.0,0.527731998141855
2,49,50,16.31820574402809,17,9664.0,9664.0,1.0,0.527681794255972
2,50,51,16.82505351677537,17,9807.0,9807.0,1.0,0.5551749464832246
2,51,52,16.015776365995407,19,9935.0,9935.0,1.0,0.4959842236340046
2,52,53,16.136243171989918,19,10066.0,10066.0,1.0,0.5078637568280101
2,53,54,14.87430633790791,20,10191.0,10191.0,1.0,0.4851256936620921
2,54,55,14.913509105332196,20,10369.0,10369.0,1.0,0.6970864908946678
2,55,56,14.09754067659378,19,10571.0,10571.0,1.0,0.7939024593234062
2,56,57,14.73742892127484,19,10844.0,10844.0,1.0,1.0772625710787251
2,57,58,15.263125009834766,19,11059.0,11059.0,1.0,0.8447368749901653
2,58,59,17.776454724371433,20,11244.0,11244.0,1.0,0.7222235452756286
2,59,60,17.288356073200703,21,11438.0,11438.0,1.0,0.7587116439267994
2,60,61,17.43472595512867,21,11668.0,11668.0,1.0,0.9025652740448713
2,61,62,18.412391535937786,21,11853.0,11853.0,1.0,0.7215876084640622
2,62,63,19.15601097792387,17,12060.0,12060.0,1.0,0.8088439890220761
2,63,64,18.237610545009375,18,12262.0,12262.0,1.0,0.7897623894549907
2,64,65,17.394094727933407,17,12517.0,12517.0,1.0,1.0026059052720666
2,65,66,17.07728460803628,17,12808.0,12808.0,1.0,1.1469227153919637
2,66,67,16.525194879621267,19,13090.0,13088.199475887712,0.9998624504115899,1.1006716604466484
2,67,68,14.472620276734233,17,13320.0,13318.199475887712,0.9998648255170954,0.9055273797232658
2,68,69,15.21198858320713,16,13568.0,13565.105410226855,0.999786660541484,0.9702236174516565
2,69,70,15.749203464016318,17,13746.0,13743.105410226855,0.9997894231214066,0.6962507965359837
2,70,71,15.394441664218903,16,13928.0,13921.791721371543,0.9995542591449987,0.6927234252039004
2,71,72,15.926184823736548,17,14085.0,14078.791721371543,0.999559227644412,0.6120738151762635
2,72,73,16.969553276896477,19,14220.0,14213.791721371543,0.9995634121920917,0.5230304467231035
2,73,74,16.190595760941505,17,14350.0,14343.791721371543,0.9995673673429647,0.5038094042390585
2,74,75,16.393939055502415,17,14481.0,14474.791721371543,0.9995712810835953,0.5076060609444976
2,75,76,15.853155940771103,18,14605.0,14598.791721371543,0.9995749210114031,0.4801468440592289
2,76,77,15.409512087702751,15,14718.0,14711.791721371543,0.9995781846291305,0.43659048791229726
2,77,78,14.69564364105463,14,14852.0,14845.791721371543,0.9995819903966835,0.5213043563589453
2,78,79,14.697189382277429,14,15012.0,15005.791721371543,0.9995864456016216,0.6253028106177225
2,79,80,13.519793628714979,14,15225.0,15218.791721371543,0.9995922312887713,0.8384802063712851
2,80,81,14.53753461688757,17,15497.0,15484.467998643924,0.9991913272661757,1.0355201290174059
2,81,82,13.779147893190384,15,15715.0,15702.467998643924,0.9992025452525565,0.8582208521068097
2,82,83,12.216800943017006,16,15889.0,15876.467998643924,0.9992112781574627,0.683783199056983
2,83,84,12.487587640061975,16,16099.0,16086.467998643924,0.9992215664726954,0.827512412359938
2,84,85,12.450911954045296,17,16310.0,16297.467998643924,0.9992316369493516,0.8315490880459547
2,85,86,13.366813696920872,17,16515.0,16502.467998643922,0.9992411746075641,0.8066331863030791
2,86,87,14.881820279173553,19,16729.0,16716.467998643922,0.9992508816213714,0.8411181797208265
2,87,88,16.45346299186349,21,16929.0,16916.467998643922,0.9992597317410316,0.7835465370081365
2,88,89,14.207766979932785,19,17177.0,17164.467998643922,0.9992704196683893,0.9777922330200672
2,89,90,13.758584968745708,19,17479.0,17451.789107913053,0.998443223749245,1.106168070646041
2,90,91,16.374474868178368,20,17763.0,17726.355596724276,0.9979370374781442,1.0630244579991504
2,91,92,17.11307241022587,20,17996.0,17959.355596724276,0.9979637473174192,0.9148869275897741
2,92,93,16.813758459873497,19,18214.0,18177.355596724276,0.9979881188494716,0.8551862415401265
2,93,94,17.308912731707096,20,18401.0,18364.355596724276,0.9980085645738969,0.7306910872682929
2,94,95,17.318751826882362,20,18581.0,18538.5753677912,0.997716773467047,0.6679998745746673
2,95,96,17.042198479175568,20,18733.0,18690.509361155746,0.997731776071945,0.5905617617081055
2,96,97,17.356681833043694,19,18883.0,18840.509361155746,0.997749794055804,0.5826433181669564
2,97,98,16.51541766896844,18,19006.0,18963.509361155746,0.9977643565798036,0.4754845823310316
2,98,99,16.78837067913264,19,19124.0,19081.509361155746,0.9977781510748664,0.45521162932086734
2,99,100,16.91086614690721,20,19287.0,19244.509361155746,0.9977969285609865,0.6350891338530927
2,100,101,18.34447431564331,19,19400.0,19357.509361155746,0.9978097608843168,0.43365552568435667
2,101,102,18.41169684380293,19,19534.0,19491.509361155746,0.9978247855613671,0.5175883031561971
2,102,103,19.393887601792812,20,19685.0,19638.628650229046,0.997644330720297,0.5613218468380035
2,103,104,19.496210642158985,20,19903.0,19847.891797645563,0.9972311610131921,0.8000826738569384
2,104,105,16.867844216525555,19,20156.0,20100.891797645563,0.99726591573951,0.9951321557834745
2,105,106,16.39587292075157,17,20382.0,20326.891797645563,0.9972962318538693,0.8876041270792484
2,106,107,16.95070282369852,18,20566.0,20510.891797645563,0.9973204219413383,0.7190492971763015
2,107,108,17.833460599184036,18,20778.0,20722.891797645563,0.9973477619427069,0.830166539400816
2,108,109,18.698267672210932,18,21003.0,20947.891797645563,0.9973761747200668,0.8813017323277891
2,109,110,19.418397767469287,17,21227.0,21171.891797645563,0.9974038628937468,0.8765816022325307
2,110,111,20.221501126885414,17,21450.0,21394.891797645563,0.9974308530370892,0.8717784988731145
2,111,112,21.700520500540733,17,21687.0,21631.891797645563,0.9974589292039269,0.9262994794994592
2,112,113,20.949125215411186,17,21933.0,21877.891797645563,0.9974874297928037,0.9630508747845888
2,113,114,19.35913036763668,17,22248.0,22172.83530916162,0.9966215079630357,1.120301938728698
2,114,115,16.816743241623044,20,22557.0,22473.484085308515,0.9962975610811949,1.169075913639749
2,115,116,15.14903312921524,18,22792.0,22708.484085308515,0.9963357355786466,0.9248509668707847
2,116,117,16.098820565268397,22,23007.0,22923.484085308515,0.9963699780635683,0.8439011794347316
2,117,118,16.70129220932722,21,23213.0,23129.484085308515,0.9964021921039294,0.8072987077906728
2,118,119,17.678146228194237,21,23384.0,23300.484085308515,0.9964285017665291,0.6663218537718057
2,119,120,17.144928567111492,20,23551.0,23467.484085308515,0.99645382723912,0.6508550714328885
2,120,121,16.264970548450947,19,23689.0,23605.484085308515,0.9964744854281952,0.535735029451549
2,121,122,13.388716258108616,21,23826.0,23742.484085308515,0.9964947572109677,0.5346112837418914
2,122,123,14.37950635701418,19,23957.0,23873.484085308515,0.9965139243356228,0.5096204936429858
2,123,124,14.997380536049604,20,24075.0,23991.484085308515,0.9965310108123994,0.4570026194639504
2,124,125,13.86808132007718,18,24189.0,24105.484085308515,0.9965473597630541,0.4421319186799228
2,125,126,13.082513518631458,17,24298.0,24214.484085308515,0.9965628481895018,0.42291748648136857
2,126,127,12.987921963445842,19,24444.0,24360.484085308515,0.9965833777331253,0.5710120780365542
2,127,128,13.228368137031794,19,24620.0,24536.484085308515,0.9966078020027829,0.6907716318629682
2,128,129,15.654083151370287,20,24880.0,24793.27638371306,0.9965143241042226,1.0050997072758845
2,129,130,18.06862069759518,22,25072.0,24985.27638371306,0.9965410172189318,0.7499313793024048
2,130,131,17.62154093105346,21,25279.0,25192.27638371306,0.9965693414974113,0.8103784590689466
2,131,132,17.562138796783984,22,25490.0,25403.27638371306,0.9965977396513558,0.826437861203216
2,132,133,16.57037193328142,20,25697.0,25610.27638371306,0.9966251462705008,0.8114296280667186
2,133,134,15.252098944038153,21,25938.0,25848.18881012419,0.9965374666560332,0.9302224595227522
2,134,135,15.210086490958929,22,26158.0,26068.18881012419,0.9965665880466469,0.8647899135090411
2,135,136,15.051280203275383,23,26387.0,26285.886132447795,0.9961680423105239,0.8331326537383554
2,136,137,15.045602217316628,20,26632.0,26516.233994772563,0.9956531238649956,0.8770415717312942
2,137,138,13.698322102427483,19,26953.0,26797.385743776606,0.9942264587903612,1.0312121719218226
2,138,139,12.325848765671253,19,27230.0,27065.208153482505,0.9939481510643593,1.040608609469726
2,139,140,13.59926333092153,23,27481.0,27316.208153482505,0.9940034261301446,0.9904007366690785
2,140,141,13.30524393543601,22,27689.0,27524.208153482505,0.994048472443299,0.818694756064564
2,141,142,12.397369600832462,22,27915.0,27750.208153482505,0.9940966560445103,0.8916026303991675
2,142,143,12.083407497033477,20,28108.0,27943.208153482505,0.994137190603476,0.7599165925029665
2,143,144,10.560053989291191,16,28261.0,28096.208153482505,0.994168930805085,0.6014399460107088
2,144,145,14.397386848926544,21,28413.0,28248.208153482505,0.9942001250653751,0.5936026131510734
2,145,146,13.26056176610291,21,28540.0,28375.208153482505,0.9942259338991768,0.4947394382338971
2,146,147,13.34007590264082,21,28664.0,28499.208153482505,0.9942509124156609,0.4826599240973592
2,147,148,12.599573280662298,21,28791.0,28626.208153482505,0.9942762722198779,0.4954004267193377
2,148,149,12.793454641476274,21,28919.0,28754.208153482505,0.9943016063308726,0.4992065453585237
2,149,150,13.433071203529835,20,29063.0,28898.208153482505,0.9943298404666588,0.5625669287964702
2,150,151,13.538657046854496,19,29198.0,29033.208153482505,0.994356057040979,0.5264613429531455
2,151,152,13.375550523400307,20,29380.0,29215.208153482505,0.9943910195194862,0.7146244494765996
2,152,153,13.744617283344269,16,29656.0,29481.472790067157,0.9941149443642824,1.0318432022245585
2,153,154,12.845056533813477,15,29862.0,29687.472790067157,0.9941555418279806,0.8111549434661866
2,154,155,13.290303438901901,16,30065.0,29890.472790067157,0.9941950038272794,0.7987096965610981
2,155,156,13.861285582184792,17,30262.0,30087.472790067157,0.9942327932743096,0.7741387144178152
2,156,157,14.422662581317127,18,30478.0,30303.472790067157,0.9942736659251643,0.8495773374186829
2,157,158,13.628436743281782,18,30703.0,30522.330439623925,0.9941155730587866,0.849517460597331
2,158,159,15.093584704212844,20,30925.0,30743.09546283861,0.9941178807708524,0.8654965545838843
