policy,scenario,episode,total_reward,total_served,total_demand,total_cost,service_rate,net_profit
PPO,summer_peak,1,133.0059213275256,33840.56998320743,33881.0,2275.498571719043,0.998806705327689,133086.78136111068
PPO,summer_peak,2,132.58267443189686,33759.094143835915,33892.0,2187.8904311186634,0.9960785478530602,132848.486144225
PPO,summer_peak,3,130.74772396251237,33376.04243768373,33716.0,2076.530663589947,0.9899170256757543,131427.63908714498
PPO,summer_peak,4,133.736913587475,33968.95062315569,34056.0,1964.790151459165,0.9974439342011888,133911.0123411636
PPO,summer_peak,5,132.10268692526236,33669.57055535184,33895.0,2124.736406848766,0.9933491829282148,132553.5458145586
PPO,summer_peak,6,133.30063390787797,33915.125906190486,34220.0,1750.1215292648412,0.991090762892767,133910.3820954971
PPO,summer_peak,7,131.5834934276184,33505.568968950145,33645.0,2159.9203860824928,0.9958558171778911,131862.3554897181
PPO,summer_peak,8,131.31680333483436,33409.22941903589,33638.0,1862.5731793809682,0.993199043315176,131774.34449676258
PPO,summer_peak,9,131.6633079644866,33507.57511315048,33645.0,2092.1427144163754,0.9959154439931782,131938.15773818555
PPO,winter_low,0,107.62231340748205,27690.46755186214,28266.0,1988.491903690854,0.9796387020399824,108773.37830375771
PPO,winter_low,1,108.79069287360163,27869.404966015358,28186.0,2053.7369224904105,0.9887676494009564,109423.88294157102
PPO,winter_low,2,109.49051497485897,28096.905318755194,28491.0,2108.9169376723003,0.986167748368088,110278.70433734848
PPO,winter_low,3,108.40623229526197,27877.51345306219,28246.0,2366.8484231112525,0.9869543812597249,109143.20538913751
PPO,winter_low,4,110.2881444931345,28327.381745347102,28717.0,2242.1459789481014,0.986432487563015,111067.3810024403
PPO,winter_low,5,108.95530318903744,27978.26640433401,28335.0,2244.2952369665727,0.9874101430857246,109668.77038036946
PPO,winter_low,6,110.00086585417786,28149.314501952256,28430.0,2035.0211575357243,0.990127136895964,110562.2368502733
PPO,winter_low,7,107.69091333800465,27762.418275212105,28263.0,2357.5963132679462,0.9822884433786967,108692.07678758047
PPO,winter_low,8,108.54075913441885,27848.908310395433,28190.0,2172.690727953799,0.9879002593258401,109222.94251362793
PPO,winter_low,9,107.68102848847434,27737.450291685003,28313.0,2117.673261635704,0.9796718924764244,108832.12790510431
